nombre,mes,ffmc,dmc,dc,isi,bui,fwi
Nahualá,11,52.0591044677518,6.4040433037421485,17.55821879708314,0.304686741404328,6.69842568954518,0.157273096600322
Santa Lucía Utatlán,11,61.45066075178034,6.403205149906905,17.29280421072117,0.5537136878042189,6.650246492223613,0.286298202433586
San José Chacayá,11,62.134581969805865,6.406008079056611,17.314383016204843,0.5802414710127418,6.655749385852179,0.3001270805382648
Santa Cruz La Laguna,11,62.134581969805865,6.406008079056611,17.314383016204843,0.5802414710127418,6.655749385852179,0.3001270805382648
San Marcos La Laguna,11,59.30160456866514,6.416868631497067,17.44020932758877,0.4881360021276198,6.684675000557024,0.2527731889290395
Santa Catarina Ixtahuacán,11,50.72401378134342,6.423999737765235,17.65842940986405,0.2523437049497334,6.727617129682282,0.1306201540611967
San Pablo La Laguna,11,58.481532163071776,6.420012475624566,17.476632733515697,0.4614738927135056,6.693048204813691,0.2390654834632111
Santa Clara La Laguna,11,54.72457608696147,6.421313325067391,17.493099932658925,0.3361025213790357,6.696671408092599,0.1740335782845082
Santa María Visitación,11,49.66181684411314,6.444751699212716,17.77842846588862,0.1858901958333839,6.761640609087235,0.0968662820660808
San Juan La Laguna,11,48.162539499357926,6.447192471605532,17.879249252182404,0.1647675521678416,6.780974214848105,0.0859325906892274
San Pedro La Laguna,11,45.038686520646905,6.449822650784685,18.10373650157438,0.1352753490770586,6.822281511316897,0.0705776221159801
Santiago Atitlán,11,40.880803279877256,6.455276652695178,18.30733025847152,0.0680796198003443,6.861422596700357,0.0355993626717854
San Lucas Tolimán,11,41.01402433458335,6.456544036868832,18.252014884764584,0.0561111309187832,6.852612932573011,0.0293982444372054
San Andrés Semetabaj,12,83.87993757786965,6.457744814473939,17.348287922889785,2.377491652471164,6.689854731286289,2.796837694332477
